Date,Original Date,Account Type,Account Name,Account Number,Institution Name,Name,Amount,Description,Category,Note
2023-08-11,2023-08-11,Credit Card,ORBIT CARD,6604,Northline Bank,Keystone Works Table,3.61,KEYSTONE WORKS TABLE Union Valley IL        08/11,Dining & Drinks,
2023-08-11,2023-08-11,Cash,RIVER CHECKING,4821,Northline Bank,Card Autopay,2122.23,CARD AUTOPAY AUTOPAY 30858710,Credit Card Payment,
2023-08-11,2023-08-11,Credit Card,ORBIT CARD,6604,Northline Bank,Card Autopay,-2164.94,CARD AUTOPAY AUTOPAY 24128665,Credit Card Payment,
2023-08-11,2023-08-11,Credit Card,PLATINUM EXPENSE CARD,1159,Crescent Financial,Card Autopay,-48.58,CARD AUTOPAY Quartz Terrace CA                    08/11,Bills & Utilities,
2023-08-12,2023-08-13,Credit Card,ORCHARD CARD,,Orchard Card,Coral Commons Fleet,7.8,CORAL COMMONS FLEET Kings Point PA                    08/13,Auto & Transport,
2023-08-12,2023-08-12,Credit Card,PLATINUM EXPENSE CARD,1159,Crescent Financial,Juniper Express Billing Three,39.49,JUNIPER EXPRESS BILLING THREE Meadow Valley CT                    08/12,Bills & Utilities,
2023-08-13,2023-08-13,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.85,RAILTAP Bayview Falls TX                    08/13,Auto & Transport,
2023-08-13,2023-08-13,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.86,RAILTAP Westport Heights NJ                    08/13,Auto & Transport,
2023-08-13,2023-08-13,Credit Card,ORBIT CARD,6604,Northline Bank,Ocean Commons Table,13.21,OCEAN COMMONS TABLE York Bay CT                    08/13,Dates,
2023-08-13,2023-08-13,Credit Card,ORBIT CARD,6604,Northline Bank,Lunar Mart Cafe,12.43,LUNAR MART CAFE Valley Park DE                    08/13,Dates,
2023-08-13,2023-08-13,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.74,RAILTAP Coral Valley MA                    08/13,Auto & Transport,
2023-08-13,2023-08-13,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.78,RAILTAP Summit Falls FL                    08/13,Auto & Transport,
2023-08-13,2023-08-13,Credit Card,ORBIT CARD,6604,Northline Bank,Solstice Bistro Bistro,15.74,SOLSTICE BISTRO BISTRO Northfield Crossing NY        08/13,Dining & Drinks,
2023-08-13,2023-08-13,Credit Card,ORBIT CARD,6604,Northline Bank,Copper Care Bistro,9.53,COPPER CARE BISTRO Lake Point CT                    08/13,Dates,
2023-08-13,2023-08-13,Credit Card,ORBIT CARD,6604,Northline Bank,Zenith Root Routes,28.39,ZENITH ROOT ROUTES Brighton Crossing MA        08/13,Travel & Vacation,
2023-08-13,2023-08-13,Credit Card,ORBIT CARD,6604,Northline Bank,Harbor Express Lab,28.03,HARBOR EXPRESS LAB Elm Bay IL                    08/13,Health & Wellness,
2023-08-13,2023-08-13,Credit Card,ORBIT CARD,6604,Northline Bank,Azure Packet Kitchen,12.71,AZURE PACKET KITCHEN Bayview Point MA                    08/13,Dates,
2023-08-13,2023-08-13,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.74,RAILTAP Cedar Park NJ                    08/13,Auto & Transport,
2023-08-13,2023-08-13,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.77,RAILTAP Timber Springs TX                    08/13,Auto & Transport,
2023-08-14,2023-08-14,Credit Card,ORBIT CARD,6604,Northline Bank,Timber Ledger House,7.52,TIMBER LEDGER HOUSE Juniper Bay CA        08/14,Dining & Drinks,
2023-08-14,2023-08-14,Credit Card,ORBIT CARD,6604,Northline Bank,Juniper Lounge Grill,119.89,JUNIPER LOUNGE GRILL York Bay NJ                    08/14,Dates,
2023-08-14,2023-08-14,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from CHK ...7340 transaction#: 87980279895,2.98,ONLINE TRANSFER FROM CHK ...7340 TRANSACTION#: 87980279895 08/14,Cash & Checks,
2023-08-14,2023-08-14,Credit Card,ORBIT CARD,6604,Northline Bank,RideFox,4.52,RIDEFOX TRIP HELP.ridefox.com CA                 08/14,Auto & Transport,
2023-08-14,2023-08-16,Credit Card,ORCHARD CARD,,Orchard Card,Dawn Corner Bistro,11.65,DAWN CORNER BISTRO Juniper Crossing PA        08/16,Dining & Drinks,
2023-08-14,2023-08-15,Credit Card,ORCHARD CARD,,Orchard Card,SwiftRide,53.45,SWIFTRIDE TRIP HELP.swiftride.com CA                 08/15,Auto & Transport,
2023-08-14,2023-08-14,Credit Card,ORCHARD CARD,,Orchard Card,SwiftRide,83.91,SWIFTRIDE TRIP HELP.swiftride.com CA                 08/14,Auto & Transport,
2023-08-15,2023-08-15,Cash,RIVER CHECKING,4821,Northline Bank,Quartz Pantry Bytes,1.02,QUARTZ PANTRY BYTES Harbor Valley MA                    08/15,Software & Tech,
2023-08-15,2023-08-15,Cash,RIVER CHECKING,4821,Northline Bank,Quartz Pantry Bytes,1.96,QUARTZ PANTRY BYTES Ivy Valley UT                    08/15,Software & Tech,
2023-08-16,2023-08-16,Credit Card,ORBIT CARD,6604,Northline Bank,Vista Corner Pay,132.89,VISTA CORNER PAY Timber Village TX                    08/16,Bills & Utilities,
2023-08-16,2023-08-16,Cash,RIVER CHECKING,4821,Northline Bank,Ridge Club Services,2686.09,RIDGE CLUB SERVICES Ivy Terrace MA                    08/16,Bills & Utilities,
2023-08-16,2023-08-16,Credit Card,ORBIT CARD,6604,Northline Bank,Grove Club Pay,109.35,GROVE CLUB PAY Harbor Village CT                    08/16,Auto & Transport,
2023-08-16,2023-08-16,Credit Card,ORBIT CARD,6604,Northline Bank,Bramble Grill Transit,35.55,BRAMBLE GRILL TRANSIT Coral Falls WA                    08/16,Auto & Transport,
2023-08-16,2023-09-06,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Casey Zimmer 67476650864,-46.09,BankSend payment from Hayden Jensen 44247421790,Gravity ATX,HOA
2023-08-17,2023-08-17,Credit Card,ORBIT CARD,6604,Northline Bank,Vista Corner Pay,369.94,VISTA CORNER PAY Fairview Falls IL                    08/17,Bills & Utilities,
2023-08-17,2023-08-17,Credit Card,ORBIT CARD,6604,Northline Bank,Amber Root Jet,37.85,AMBER ROOT JET Timber Landing WA        08/17,Travel & Vacation,
2023-08-17,2023-08-17,Credit Card,ORBIT CARD,6604,Northline Bank,Velvet Club Routes,87.99,VELVET CLUB ROUTES Summit City UT        08/17,Travel & Vacation,
2023-08-17,2023-08-17,Credit Card,ORBIT CARD,6604,Northline Bank,Yonder House Jet,28.52,YONDER HOUSE JET Ivy Terrace IL        08/17,Travel & Vacation,
2023-08-17,2023-08-19,Credit Card,ORCHARD CARD,,Orchard Card,Juniper Commons Cafe,2.63,JUNIPER COMMONS CAFE Union Landing FL        08/19,Dining & Drinks,
2023-08-17,2023-08-17,Credit Card,PLATINUM EXPENSE CARD,1159,Crescent Financial,SwiftRide,65.84,SWIFTRIDE TRIP HELP.swiftride.com CA                 08/17,Auto & Transport,
2023-08-18,2023-08-18,Credit Card,ORBIT CARD,6604,Northline Bank,Nova Goods House,19.25,NOVA GOODS HOUSE Timber Bay MA        08/18,Dining & Drinks,
2023-08-18,2023-08-18,Credit Card,ORBIT CARD,6604,Northline Bank,CabKey,55.49,CABKEY Westport Bay CT                    08/18,Auto & Transport,
2023-08-18,2023-08-18,Cash,RIVER CHECKING,4821,Northline Bank,PAYROLL DEPOSIT,-1733.97,PAYROLL DEPOSIT 27645871,Income,
2023-08-18,2023-08-18,Credit Card,ORBIT CARD,6604,Northline Bank,Dawn Grid Foods,7.8,DAWN GRID FOODS Glen Bay UT                    08/18,Groceries,
2023-08-20,2023-08-20,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.65,RAILTAP Juniper Valley CT                    08/20,Auto & Transport,
2023-08-20,2023-08-20,Credit Card,ORBIT CARD,6604,Northline Bank,Bramble Grill Market,70.91,BRAMBLE GRILL MARKET Cedar Valley MA                    08/20,Groceries,
2023-08-20,2023-08-20,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.81,RAILTAP Quartz Ridge CT                    08/20,Auto & Transport,
2023-08-20,2023-08-20,Credit Card,ORBIT CARD,6604,Northline Bank,Umber Salon Cafe,15.6,UMBER SALON CAFE Union Crossing NJ        08/20,Dining & Drinks,
2023-08-20,2023-08-20,Credit Card,ORBIT CARD,6604,Northline Bank,Solstice Bistro Bistro,8.55,SOLSTICE BISTRO BISTRO Kings Point FL        08/20,Dining & Drinks,
2023-08-21,2023-08-21,Credit Card,ORBIT CARD,6604,Northline Bank,Dawn Salon Table,7.45,DAWN SALON TABLE Zephyr Crossing FL        08/21,Dining & Drinks,
2023-08-21,2023-08-21,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Reese Nolan 95699105053,-37.53,BankSend payment from Noel Foster 33194014909,Gravity ATX,HOA
2023-08-21,2023-08-21,Cash,RIVER SAVINGS,4832,Northline Bank,PAYROLL DEPOSIT,-0.06,PAYROLL DEPOSIT 10691524,Income,
2023-08-22,2023-08-22,Credit Card,ORBIT CARD,6604,Northline Bank,Zephyr Root Kitchen,16.01,ZEPHYR ROOT KITCHEN Quartz Park NY        08/22,Dining & Drinks,
2023-08-22,2023-08-22,Credit Card,ORBIT CARD,6604,Northline Bank,Harbor Express Lab,7.72,HARBOR EXPRESS LAB Oak Heights FL                    08/22,Health & Wellness,
2023-08-22,2023-08-22,Credit Card,ORBIT CARD,6604,Northline Bank,Harbor Express Lab,22.75,HARBOR EXPRESS LAB Harbor Crossing FL                    08/22,Health & Wellness,
2023-08-22,2023-08-22,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,5.42,PEERPAY PAYMENT    3620371567638   WEB ID: 1441517078,Dates,
2023-08-22,2023-08-22,Credit Card,ORBIT CARD,6604,Northline Bank,Copper Pantry House,15.58,COPPER PANTRY HOUSE Harbor Village NJ        08/22,Dining & Drinks,
2023-08-23,2023-08-23,Credit Card,ORBIT CARD,6604,Northline Bank,Cedar Works House,33.08,CEDAR WORKS HOUSE Glen Crossing NJ        08/23,Dining & Drinks,
2023-08-23,2023-08-23,Credit Card,ORBIT CARD,6604,Northline Bank,Umber Nest Kitchen,8.72,UMBER NEST KITCHEN Lake Terrace FL        08/23,Dining & Drinks,
2023-08-23,2023-08-23,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from SAV ...3629 transaction#: 86337253244,38.2,ONLINE TRANSFER FROM SAV ...3629 TRANSACTION#: 86337253244 08/23,Cash & Checks,
2023-08-23,2023-08-23,Cash,RIVER SAVINGS,4832,Northline Bank,Yonder Packet Utilities,20.76,YONDER PACKET UTILITIES Pine Springs NJ                    08/23,Bills & Utilities,
2023-08-24,2023-08-24,Credit Card,ORBIT CARD,6604,Northline Bank,Solstice Salon Co.,657.1,SOLSTICE SALON CO. Brighton Falls NJ        08/24,Gifts,
2023-08-24,2023-08-24,Credit Card,ORBIT CARD,6604,Northline Bank,Dawn Grid Foods,9.66,DAWN GRID FOODS Bayview Bay TX                    08/24,Groceries,
2023-08-24,2023-08-24,Credit Card,ORBIT CARD,6604,Northline Bank,Ridge Bloom Apps,23.19,RIDGE BLOOM APPS Bayview Bay IL                    08/24,Software & Tech,
2023-08-24,2023-08-24,Cash,RIVER SAVINGS,4832,Northline Bank,Online Transfer from SAV ...4542 transaction#: 76588104907,-1819.65,ONLINE TRANSFER FROM SAV ...4542 TRANSACTION#: 76588104907 Brighton Falls NY        08/24,Internal Transfers,
2023-08-24,2023-08-24,Credit Card,ORBIT CARD,6604,Northline Bank,Yonder Packet Cloud,505.7,YONDER PACKET CLOUD Valley Landing PA                    08/24,Software & Tech,
2023-08-24,2023-08-24,Cash,RIVER SAVINGS,4832,Northline Bank,Nova Books Billing,15.74,NOVA BOOKS BILLING 08/24,Fees,
2023-08-25,2023-08-25,Credit Card,ORBIT CARD,6604,Northline Bank,Harbor Express Lab,19.71,HARBOR EXPRESS LAB Cedar Heights NJ                    08/25,Health & Wellness,
2023-08-25,2023-08-25,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.82,RAILTAP Pine Valley DE                    08/25,Auto & Transport,
2023-08-25,2023-08-25,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.98,RAILTAP Union Landing CA                    08/25,Auto & Transport,
2023-08-25,2023-08-25,Credit Card,ORBIT CARD,6604,Northline Bank,Harbor Lounge House,14.54,HARBOR LOUNGE HOUSE Timber Harbor CA        08/25,Dining & Drinks,
2023-08-25,2023-08-25,Cash,RIVER CHECKING,4821,Northline Bank,Card Autopay,2606.57,CARD AUTOPAY AUTOPAY 68656413,Credit Card Payment,
2023-08-25,2023-08-25,Credit Card,ORBIT CARD,6604,Northline Bank,Card Autopay,-2553.78,CARD AUTOPAY AUTOPAY 55958480,Credit Card Payment,
2023-08-27,2023-08-27,Credit Card,ORBIT CARD,6604,Northline Bank,Frost House House,9.88,FROST HOUSE HOUSE Timber Landing IL        08/27,Dining & Drinks,
2023-08-27,2023-08-27,Credit Card,ORBIT CARD,6604,Northline Bank,Solstice Packet Grill,13.41,SOLSTICE PACKET GRILL Bayview Harbor FL        08/27,Dining & Drinks,
2023-08-27,2023-08-27,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.99,RAILTAP Harbor Falls WA                    08/27,Auto & Transport,
2023-08-28,2023-08-28,Credit Card,ORBIT CARD,6604,Northline Bank,Amber Byte Table,29.65,AMBER BYTE TABLE Zephyr Junction MA        08/28,Dining & Drinks,
2023-08-28,2023-08-28,Credit Card,ORBIT CARD,6604,Northline Bank,CabKey,29.46,CABKEY Ivy Crossing NY                    08/28,Auto & Transport,
2023-08-28,2023-08-28,Credit Card,ORBIT CARD,6604,Northline Bank,Solstice Packet Grill,22.26,SOLSTICE PACKET GRILL Glen Springs PA        08/28,Dining & Drinks,
2023-08-28,2023-08-28,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.91,RAILTAP Meadow Crossing CT                    08/28,Auto & Transport,
2023-08-28,2023-08-28,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,3.03,RAILTAP Zephyr Ridge NJ                    08/28,Auto & Transport,
2023-08-28,2023-08-28,Cash,RIVER CHECKING,4821,Northline Bank,Maple Club Exchange,39.18,MAPLE CLUB EXCHANGE Bayview Springs MA                    08/28,Gravity ATX,
2023-08-28,2023-08-28,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from CHK ...6501 transaction#: 85716233861,61.25,ONLINE TRANSFER FROM CHK ...6501 TRANSACTION#: 85716233861 08/28,Cash & Checks,
2023-08-28,2023-08-28,Cash,RIVER CHECKING,4821,Northline Bank,Ember Lounge Pay,2.88,EMBER LOUNGE PAY 08/28,Fees,
2023-08-29,2023-08-29,Credit Card,ORBIT CARD,6604,Northline Bank,Dawn Grid Foods,34.88,DAWN GRID FOODS Dover Landing NJ                    08/29,Groceries,
2023-08-29,2023-08-29,Credit Card,ORBIT CARD,6604,Northline Bank,Coral House Grill,5.67,CORAL HOUSE GRILL Timber Valley CT        08/29,Dining & Drinks,
2023-08-29,2023-08-29,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Finley Iverson 54886016517,2058.82,BankSend payment from Wren Shaw 85502492812,Ignore,
2023-08-29,2023-08-29,Cash,RIVER CHECKING,4821,Northline Bank,Ivory Depot Billing,492.91,IVORY DEPOT BILLING Coral Park CA                    08/29,Gravity ATX,
2023-08-29,2023-08-29,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from CHK ...6153 transaction#: 95192222347,-29560.48,ONLINE TRANSFER FROM CHK ...6153 TRANSACTION#: 95192222347 Oak Junction FL        08/29,Internal Transfers,
2023-08-29,2023-08-29,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from BIZ ...2094 transaction#: 99690152760,14.13,ONLINE TRANSFER FROM BIZ ...2094 TRANSACTION#: 99690152760 Ridge Point WA        08/29,Internal Transfers,
2023-08-29,2023-08-31,Credit Card,ORCHARD CARD,,Orchard Card,SwiftRide,26.99,SWIFTRIDE TRIP HELP.swiftride.com CA                 08/31,Auto & Transport,
2023-08-30,2023-08-30,Credit Card,ORBIT CARD,6604,Northline Bank,Tundra Deli Bistro,67.12,TUNDRA DELI BISTRO Oak Junction CT        08/30,Dining & Drinks,
2023-08-30,2023-08-30,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Gray Bennett 46520409113,1973.04,BankSend payment from Morgan Foster 33037635425,Ignore,
2023-08-30,2023-08-30,Cash,RIVER CHECKING,4821,Northline Bank,Amber Canvas Collective,22992.11,AMBER CANVAS COLLECTIVE Ivy Point MA                    08/30,Education,
2023-08-31,2023-08-31,Credit Card,ORBIT CARD,6604,Northline Bank,Prism Peak Kitchen,7.92,PRISM PEAK KITCHEN Arbor Falls CT        08/31,Dining & Drinks,
2023-08-31,2023-08-31,Credit Card,ORBIT CARD,6604,Northline Bank,Harbor Express Lab,7.06,HARBOR EXPRESS LAB Juniper Crossing DE                    08/31,Health & Wellness,
2023-08-31,2023-08-31,Credit Card,ORBIT CARD,6604,Northline Bank,Umber Goods House,8.51,UMBER GOODS HOUSE Lake Valley NY        08/31,Dining & Drinks,
2023-08-31,2023-08-31,Credit Card,ORBIT CARD,6604,Northline Bank,Ivory Commons Care,27.27,IVORY COMMONS CARE Bayview Junction DE                    08/31,Health & Wellness,
2023-08-31,2023-08-31,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Payton Zimmer 21645154414,1020.36,BankSend payment from Riley Wells 97969850447,Ignore,
2023-08-31,2023-08-31,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,3.01,RAILTAP Zephyr Valley CA                    08/31,Auto & Transport,
2023-08-31,2023-08-31,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.95,RAILTAP Coral Heights IL                    08/31,Auto & Transport,
2023-09-01,2023-09-01,Credit Card,ORBIT CARD,6604,Northline Bank,Prism Trail Cloud,4.87,PRISM TRAIL CLOUD Meadow Crossing NJ                    09/01,Software & Tech,
2023-09-01,2023-09-01,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.84,RAILTAP Glen Heights DE                    09/01,Auto & Transport,
2023-09-01,2023-09-01,Credit Card,ORBIT CARD,6604,Northline Bank,Delta Kitchen Group,68.4,DELTA KITCHEN GROUP Westport Park PA        09/01,Gifts,
2023-09-01,2023-09-01,Credit Card,ORBIT CARD,6604,Northline Bank,Quartz Grill House,17.22,QUARTZ GRILL HOUSE Meadow Village UT        09/01,Dining & Drinks,
2023-09-01,2023-09-01,Cash,RIVER CHECKING,4821,Northline Bank,PAYROLL DEPOSIT,-1667.46,PAYROLL DEPOSIT 32374071,Income,
2023-09-01,2023-09-01,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.96,RAILTAP Coral Village MA                    09/01,Auto & Transport,
2023-09-01,2023-09-01,Credit Card,PLATINUM EXPENSE CARD,1159,Crescent Financial,Online Transfer from BIZ ...9264 transaction#: 53717238827,34.51,ONLINE TRANSFER FROM BIZ ...9264 TRANSACTION#: 53717238827 Union Heights IL        09/01,Internal Transfers,
2023-09-02,2023-09-02,Credit Card,PLATINUM EXPENSE CARD,1159,Crescent Financial,Card Autopay,-101.65,CARD AUTOPAY AUTOPAY 58249869,Credit Card Payment,
2023-09-03,2023-09-03,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.88,RAILTAP York Landing FL                    09/03,Auto & Transport,
2023-09-03,2023-09-03,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.77,RAILTAP Timber Harbor DE                    09/03,Auto & Transport,
2023-09-03,2023-09-03,Credit Card,ORBIT CARD,6604,Northline Bank,SwiftRide,34.67,SWIFTRIDE TRIP HELP.swiftride.com CA                 09/03,Auto & Transport,
2023-09-03,2023-09-03,Credit Card,ORBIT CARD,6604,Northline Bank,Haze Lounge House,4.28,HAZE LOUNGE HOUSE Harbor Harbor CT        09/03,Dining & Drinks,
2023-09-03,2023-09-03,Credit Card,ORBIT CARD,6604,Northline Bank,Quiet Goods Table,11.55,QUIET GOODS TABLE Bayview Landing FL        09/03,Dining & Drinks,
2023-09-03,2023-09-03,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.98,RAILTAP Northfield Village NJ                    09/03,Auto & Transport,
2023-09-04,2023-09-04,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.93,RAILTAP Arbor Junction DE                    09/04,Auto & Transport,
2023-09-04,2023-09-04,Credit Card,ORBIT CARD,6604,Northline Bank,Ridge Studio Grill,265.31,RIDGE STUDIO GRILL Harbor Terrace UT        09/04,Dining & Drinks,
2023-09-04,2023-09-04,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.97,RAILTAP Coral City CA                    09/04,Auto & Transport,
2023-09-04,2023-09-04,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.97,RAILTAP Valley Crossing PA                    09/04,Auto & Transport,
2023-09-04,2023-09-04,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.9,RAILTAP Valley Valley NY                    09/04,Auto & Transport,
2023-09-05,2023-09-05,Credit Card,ORBIT CARD,6604,Northline Bank,RideFox,19.59,RIDEFOX TRIP HELP.ridefox.com CA                 09/05,Auto & Transport,
2023-09-05,2023-09-05,Credit Card,ORBIT CARD,6604,Northline Bank,Ember Root Bistro One,123.73,EMBER ROOT BISTRO ONE Juniper Springs IL        09/05,Dining & Drinks,
2023-09-05,2023-09-05,Cash,RIVER CHECKING,4821,Northline Bank,Card Autopay,111.07,CARD AUTOPAY AUTOPAY 25147862,Credit Card Payment,
2023-09-05,2023-09-05,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from CHK ...9132 transaction#: 14555045341,-5151.69,Online Transfer from BIZ ...5903 transaction#: 51087767132,Savings Transfer,
2023-09-05,2023-09-05,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Hayden Perry 82979960406,-161.33,BankSend payment from Finley Mason 62284608931,Gravity ATX,
2023-09-05,2023-09-05,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Noel Dawson 25460626261,-2013.22,BankSend payment from Riley Iverson 46390882632,Gravity ATX,
2023-09-05,2023-09-05,Cash,RIVER SAVINGS,4832,Northline Bank,Online Transfer to CHK ...5669 transaction#: 98330765443,4911.12,Online Transfer to SAV ...4581 transaction#: 75363483633,Savings Transfer,
2023-09-05,2023-09-05,Credit Card,ORBIT CARD,6604,Northline Bank,Haze Bloom Lab,4.24,HAZE BLOOM LAB Valley Park TX                    09/05,Personal Care,
2023-09-05,2023-09-05,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer to BIZ ...5682 transaction#: 33045248403,5385.46,Online Transfer to SAV ...4738 transaction#: 13997174427,Savings Transfer,
2023-09-05,2023-09-05,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer to SAV ...1903 transaction#: 80150903895,2271.14,Online Transfer to CHK ...6138 transaction#: 95187672195,Internal Transfers,
2023-09-05,2023-09-05,Cash,RIVER CHECKING,4821,Northline Bank,Card Autopay,219.98,CARD AUTOPAY AUTOPAY 93920411,Credit Card Payment,
2023-09-05,2023-09-05,Cash,RIVER CHECKING,4821,Northline Bank,Laurel Forge Exchange,395.56,LAUREL FORGE EXCHANGE Cedar Crossing FL                    09/05,Education,
2023-09-05,2023-09-05,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from SAV ...1333 transaction#: 95407480286,-7366.8,ONLINE TRANSFER FROM SAV ...1333 TRANSACTION#: 95407480286 Kings Landing CT        09/05,Internal Transfers,
2023-09-05,2023-09-05,Credit Card,ORBIT CARD,6604,Northline Bank,RailTap,2.99,RAILTAP Brighton Point PA                    09/05,Auto & Transport,
2023-09-05,2023-09-05,Cash,RIVER CHECKING,4821,Northline Bank,PAYROLL DEPOSIT 49276,-297.99,PAYROLL DEPOSIT 49276 Elm Springs NY        09/05,Dining & Drinks,
2023-09-05,2023-09-05,Cash,RIVER CHECKING,4821,Northline Bank,PAYROLL DEPOSIT 33271,-93.37,PAYROLL DEPOSIT 21752633,Income,
2023-09-06,2023-09-06,Credit Card,ORBIT CARD,6604,Northline Bank,Haze Bloom Lab,40.2,HAZE BLOOM LAB Arbor City DE                    09/06,Personal Care,
2023-09-06,2023-09-06,Credit Card,ORBIT CARD,6604,Northline Bank,Copper Goods Grill,6.38,COPPER GOODS GRILL Valley Valley WA        09/06,Dining & Drinks,
2023-09-06,2023-09-06,Credit Card,ORBIT CARD,6604,Northline Bank,West Pulse Group,162.5,WEST PULSE GROUP Harbor Junction WA                    09/06,Gravity ATX,HOA
2023-09-06,2023-09-06,Credit Card,ORBIT CARD,6604,Northline Bank,West Pulse Group,46.7,WEST PULSE GROUP York Terrace DE                    09/06,Gravity ATX,HOA
2023-09-06,2023-09-06,Cash,RIVER SAVINGS,4832,Northline Bank,Frost Bloom Pay,148.05,FROST BLOOM PAY Harbor Harbor FL                    09/06,Bills & Utilities,
2023-09-06,2023-09-06,Cash,RIVER SAVINGS,4832,Northline Bank,Quiet Books Billing,2.91,QUIET BOOKS BILLING Coral Harbor NY                    09/06,Bills & Utilities,
2023-09-06,2023-09-06,Cash,COMMUTER WALLET,2955,Summit Bank,Online Transfer to CHK ...6235 transaction#: 92798694135,2149.07,ONLINE TRANSFER TO CHK ...6235 TRANSACTION#: 92798694135 Fairview Ridge DE        09/06,Internal Transfers,
2023-09-06,2023-09-06,Cash,COMMUTER WALLET,2955,Summit Bank,Online Transfer from SAV ...3757 transaction#: 18836999167,-2214.69,ONLINE TRANSFER FROM SAV ...3757 TRANSACTION#: 18836999167 Ivy Village NY        09/06,Internal Transfers,
2023-09-06,2023-09-06,Cash,RESERVE SAVINGS,2948,Summit Bank,Online Transfer from BIZ ...8042 transaction#: 57277135061,-2015.99,ONLINE TRANSFER FROM BIZ ...8042 TRANSACTION#: 57277135061 Quartz Valley CA        09/06,Internal Transfers,
2023-09-06,2023-09-06,Cash,RESERVE SAVINGS,2948,Summit Bank,Online Transfer from SAV ...3757 transaction#: 18836999167,-5284.93,ONLINE TRANSFER FROM SAV ...3757 TRANSACTION#: 18836999167 Pine Terrace DE        09/06,Internal Transfers,
2023-09-07,2023-09-07,Credit Card,ORBIT CARD,6604,Northline Bank,Dawn Commons Table,21.88,DAWN COMMONS TABLE Coral Harbor CA                    09/07,Dates,
2023-09-07,2023-09-07,Cash,RIVER CHECKING,4821,Northline Bank,Quiet Harbor Co.,7201.4,QUIET HARBOR CO. Harbor Junction UT        09/07,Investment,
2023-09-07,2023-09-07,Cash,COMMUTER WALLET,2955,Summit Bank,Online Transfer from CHK ...7173 transaction#: 42873340857,-652.81,ONLINE TRANSFER FROM CHK ...7173 TRANSACTION#: 42873340857 Elm Falls WA        09/07,Internal Transfers,
2023-09-07,2023-09-07,Cash,RESERVE SAVINGS,2948,Summit Bank,Online Transfer to CHK ...7417 transaction#: 55951380623,615.1,ONLINE TRANSFER TO CHK ...7417 TRANSACTION#: 55951380623 Bayview Ridge NY        09/07,Internal Transfers,
2023-09-07,2023-09-07,Credit Card,PLATINUM EXPENSE CARD,1159,Crescent Financial,Ivory Lounge Pay,176.57,IVORY LOUNGE PAY 09/07,Fees,
2023-09-08,2023-09-08,Credit Card,ORBIT CARD,6604,Northline Bank,Grove Mart Table,32.2,GROVE MART TABLE Dover Junction UT                    09/08,Dates,
2023-09-08,2023-09-08,Credit Card,ORBIT CARD,6604,Northline Bank,Summit Pulse Mobility,6.67,SUMMIT PULSE MOBILITY Westport Landing NJ                    09/08,Auto & Transport,
2023-09-10,2023-09-10,Credit Card,ORBIT CARD,6604,Northline Bank,Maple Lab Kitchen,585.28,MAPLE LAB KITCHEN Pine Valley CA        09/10,Dining & Drinks,
